brand,model,segment,state,purchase_year,price,fuel_type,engine_cc,avg_daily_usage_km,insurance_status,resale_value
Bajaj,Avenger 160,Sports,Uttar Pradesh,2022,128524.0,Petrol,220.0,29.6,Active,66643.0
TVS,Jupiter,Commuter,Telangana,2021,65036.0,Petrol,113.0,30.2,Active,33471.0
Honda,Activa 6G,Commuter,Kerala,2023,117180.0,Petrol,103.0,36.6,Active,84921.0
Yamaha,MT-15,Sports,Bihar,2017,175756.0,Petrol,210.0,28.3,Expired,51909.0
Suzuki,Access 125,Commuter,Karnataka,2016,102905.0,Petrol,106.0,38.1,Active,18665.0
Honda,Shine,Commuter,Punjab,2020,110412.0,Petrol,117.0,13.6,Active,62019.0
Bajaj,Pulsar 150,Sports,Madhya Pradesh,2025,141063.0,Petrol,,29.8,Active,122772.0
Bajaj,Pulsar 150,Sports,Karnataka,2019,107612.0,Petrol,228.0,18.7,Active,34507.0
Yamaha,FZ-S FI,Sports,Uttar Pradesh,2020,154296.0,Petrol,202.0,45.1,Active,72970.0
Hero,Passion Pro,Commuter,West Bengal,2021,86437.0,Petrol,108.0,30.1,Active,44829.0
TVS,Sport,Commuter,Maharashtra,2020,99636.0,Petrol,110.0,32.4,Active,41188.0
Hero,Passion Pro,Commuter,Gujarat,2023,81806.0,Petrol,118.0,47.4,Active,55823.0
Honda,Shine,Commuter,Uttar Pradesh,2023,105473.0,Petrol,118.0,41.1,Expired,73917.0
TVS,Sport,Commuter,Madhya Pradesh,2019,74620.0,Petrol,116.0,33.7,Active,29130.0
KTM,RC 200,Sports,Andhra Pradesh,2018,193719.0,Petrol,199.0,2.0,None,25041.0
Yamaha,R15 V4,Sports,Madhya Pradesh,2022,127799.0,Petrol,244.0,,Expired,71305.0
Bajaj,Avenger 160,Sports,Uttar Pradesh,2018,78316.0,Petrol,222.0,83.6508585516672,Active,22821.0
Hero,Xtreme 160R,Commuter,Bihar,2024,89628.0,Petrol,110.0,54.4,Expired,69925.0
Hero,Glamour,Commuter,Karnataka,2019,88220.0,Petrol,111.0,48.0,Expired,38112.0
Honda,Shine,Commuter,Maharashtra,2019,94703.0,Petrol,100.0,51.9,Expired,40879.0
Honda,Unicorn,Commuter,Haryana,2018,99671.0,Petrol,107.0,18.5,Expired,39479.0
Ather,450S,Electric,Maharashtra,2022,128556.0,Electric,0.0,19.6,Active,40520.0
Hero,HF Deluxe,Commuter,Uttar Pradesh,2016,91216.0,Petrol,116.0,37.9,Active,28402.0
Hero,Passion Pro,Commuter,Kerala,2024,77313.0,Petrol,110.0,42.0,None,52603.0
Hero,HF Deluxe,Commuter,Maharashtra,2023,72407.0,Petrol,101.0,19.7,Expired,51759.0
Yamaha,MT-15,Sports,Maharashtra,2025,182941.0,Petrol,247.0,,Active,174171.0
TVS,Raider 125,Commuter,Uttar Pradesh,2016,90699.0,Petrol,101.0,47.2,None,18537.0
Honda,Activa 6G,Commuter,Telangana,2022,102733.0,Petrol,122.0,28.1,Expired,63381.0
Bajaj,CT 100,Sports,Bihar,2018,85183.0,Petrol,155.0,38.9,Expired,23039.0
Honda,Unicorn,Commuter,Maharashtra,2025,81952.0,Petrol,122.0,28.6,Active,73270.0
TVS,Jupiter,Commuter,Madhya Pradesh,2023,77145.0,Petrol,102.0,45.0,Active,45946.0
Hero,Xtreme 160R,Commuter,Delhi,2023,72606.0,Petrol,109.0,30.3,Active,59654.0
Hero,Splendor Plus,Commuter,Karnataka,2019,78301.0,Petrol,113.0,46.1,Active,33260.0
Hero,Xtreme 160R,Commuter,Odisha,2021,59461.0,Petrol,125.0,35.6,Active,32078.0
Hero,Xtreme 160R,Commuter,West Bengal,2018,90024.0,Petrol,117.0,27.5,Active,30800.0
Hero,HF Deluxe,Commuter,Karnataka,2021,58646.0,Petrol,107.0,40.0,Active,31475.0
Bajaj,CT 100,Sports,Maharashtra,2017,126400.0,Petrol,187.0,13.1,Active,28503.0
Honda,Unicorn,Commuter,Uttar Pradesh,2022,103706.0,Petrol,120.0,43.5,Active,70287.0
TVS,Ntorq 125,Commuter,Gujarat,2024,108935.0,Petrol,108.0,13.9,None,65382.0
Bajaj,Pulsar 150,Sports,Punjab,2022,147341.0,Petrol,244.0,41.5,Expired,77648.0
Hero,Splendor Plus,Commuter,Uttar Pradesh,2019,85084.0,Petrol,123.0,46.9,Active,35543.0
Hero,Passion Pro,Commuter,Bihar,2019,84140.0,Petrol,117.0,37.6,Active,33221.0
Hero,Splendor Plus,Commuter,Telangana,2020,63159.0,Petrol,108.0,50.6,Active,30630.0
TVS,Jupiter,Commuter,Rajasthan,2019,99172.0,Petrol,119.0,37.7,Active,34422.0
TVS,Jupiter,Commuter, West Bengal ,2023,87616.0,Petrol,103.0,38.1,Active,56501.0
Hero,Glamour,Commuter,Uttar Pradesh,2020,83797.0,Petrol,106.0,39.0,Active,39115.0
Suzuki,Gixxer,Commuter,Madhya Pradesh,2022,76893.0,Petrol,105.0,16.5,Expired,35134.0
Hero,HF Deluxe,Commuter,Tamil Nadu,2024,72281.0,Petrol,,48.6,None,48187.0
TVS,Ntorq 125,Commuter,Uttar Pradesh,2022,91680.0,Petrol,123.0,40.8,,56139.0
Hero,Splendor Plus,Commuter,Tamil Nadu,2018,67810.0,Petrol,114.0,32.3,Active,24008.0
Honda,Unicorn,Commuter,Andhra Pradesh,2019,68674.0,Petrol,114.0,34.0,Active,34946.0
Ather,450S,Electric,Andhra Pradesh,2020,159992.0,Electric,0.0,30.2,Active,29333.0
Honda,Activa 6G,Commuter,Uttar Pradesh,2021,78487.0,Petrol,114.0,24.6,Active,47991.0
Honda,Activa 6G,Commuter,Telangana,2022,115068.0,Petrol,112.0,36.7,Expired,64362.0
Bajaj,Pulsar NS200,Sports,Tamil Nadu,2023,96832.0,Petrol,180.0,28.9,Active,58341.0
Honda,SP 125,Commuter,Madhya Pradesh,2018,117270.0,Petrol,104.0,29.8,Active,47848.0
Hero,Glamour,Commuter,Uttar Pradesh,2019,66778.0,Petrol,121.0,26.9,Active,26080.0
Bajaj,Pulsar NS200,Sports,Karnataka,2021,76742.0,PETROL,190.0,25.0,Active,33856.0
TVS,Sport,Commuter,Bihar,2022,93306.0,Petrol,116.0,23.6,Expired,50317.0
Hero,Passion Pro,Commuter,Bihar,2016,86305.0,Petrol,101.0,31.4,Active,24830.0
Ola Electric,S1 Pro,Electric,Tamil Nadu,2025,91635.0,Electric,0.0,2.0,Active,65906.0
Royal Enfield,Classic 350,Cruiser,Maharashtra,2022,203252.0,Petrol,349.0,41.1,Active,157932.0
Hero,Splendor Plus,Commuter,Karnataka,2025,92183.0,Petrol,117.0,31.8,Active,84471.0
Hero,Glamour,Commuter,West Bengal,2022,69049.0,Petrol,113.0,33.7,Expired,41048.0
Honda,Unicorn,Commuter,West Bengal,2017,82747.0,Petrol,121.0,57.8,None,25191.0
Honda,SP 125,Commuter,West Bengal,2019,92167.0,Petrol,116.0,52.9,Expired,39532.0
Hero,HF Deluxe,Commuter,Tamil Nadu,2018,92888.0,Petrol,125.0,63.4,Expired,33540.0
Hero,Glamour,Commuter,Uttar Pradesh,2025,60856.0,Petrol,115.0,23.8,Active,49683.0
Bajaj,Pulsar 150,Sports,Rajasthan,2024,148330.0,Petrol,199.0,,Expired,111698.0
Royal Enfield,Classic 350,Cruiser,Rajasthan,2020,285606.0,Petrol,350.0,26.1,Active,195648.0
KTM,RC 200,Sports,Telangana,2025,221048.0,Petrol,232.0,28.3,None,146508.0
Bajaj,Platina 110,Sports,Madhya Pradesh,2020,84167.0,Petrol,169.0,26.2,Active,33926.0
Bajaj,CT 100,Sports,Telangana,2025,139707.0,Petrol,178.0,25.6,Active,130037.0
Hero,HF Deluxe,Commuter,Bihar,2022,71884.0,Petrol,113.0,42.7,Active,44531.0
KTM,RC 200,Sports,Tamil Nadu,2019,176862.0,Petrol,190.0,2.0,Expired,34766.0
Honda,Hornet 2.0,Commuter,Rajasthan,2017,94853.0,Petrol,111.0,50.2,None,29759.0
Bajaj,CT 100,Sports,Maharashtra,2022,101734.0,Petrol,239.0,15.1,Active,53069.0
Bajaj,CT 100,Sports,Bihar,2020,115230.0,Petrol,152.0,24.6,Active,41596.0
Hero,Xtreme 160R,Commuter,Madhya Pradesh,2024,65004.0,Petrol,120.0,30.7,Active,50125.0
Hero,Splendor Plus,Commuter,Uttar Pradesh,2025,58629.0,Petrol,104.0,22.9,Active,50130.0
Hero,HF Deluxe,Commuter,Maharashtra,2017,90409.0,Petrol,115.0,22.7,Active,30124.0
KTM,RC 200,Sports,Tamil Nadu,2021,181504.0,Petrol,162.0,23.6,Active,56373.0
Royal Enfield,Meteor 350,Cruiser,Gujarat,2017,256389.0,Petrol,350.0,20.4,Active,125463.0
Honda,Hornet 2.0,Commuter,Karnataka,2024,108210.0,Petrol,110.0,50.8,Active,93782.0
TVS,Jupiter,Commuter,Andhra Pradesh,2018,60854.0,Petrol,101.0,34.0,Active,
Hero,HF Deluxe,Commuter,Uttar Pradesh,2019,80648.0,Petrol,112.0,28.4,Active,34959.0
Honda,Shine,Commuter,Bihar,2024,102534.0,Petrol,112.0,36.0,Active,82355.0
Ola Electric,S1 Pro,Electric,Tamil Nadu,2017,133595.0,Electric,0.0,21.7,None,10688.0
Ola Electric,S1 X,Electric,Tamil Nadu,2022,95110.0,Electric,0.0,22.1,Expired,26864.0
Hero,HF Deluxe,Commuter,Tamil Nadu,2022,68926.0,Petrol,100.0,31.3,Active,45480.0
Ola Electric,S1 Pro,Electric,Maharashtra,2023,102403.0,Electric,0.0,27.1,Expired,38238.0
Hero,Xtreme 160R,Commuter,Telangana,2022,92332.0,Petrol,106.0,26.7,Active,65330.0
TVS,Jupiter,Commuter,Tamil Nadu,2019,75865.0,Petrol,122.0,21.4,Active,27299.0
TVS,Apache RTR 160,Commuter,Tamil Nadu,2016,82543.0,Petrol,123.0,18.8,Active,19593.0
Royal Enfield,Classic 350,Cruiser,Andhra Pradesh,2021,331345.0,Petrol,349.0,26.9,Active,228856.0
Honda,Unicorn,Commuter,Maharashtra,2020,77595.0,Petrol,117.0,37.6,Active,41930.0
Hero,HF Deluxe,Commuter,Telangana,2022,61033.0,Petrol,107.0,23.4,Expired,37311.0
Bajaj,Avenger 160,Sports,Telangana,2025,94313.0,Petrol,167.0,27.1,Active,80717.0
TVS,Apache RTR 160,Commuter,Uttar Pradesh,2025,100464.0,Petrol,119.0,56.8,Active,80983.0
Suzuki,Burgman Street,Commuter,Maharashtra,2019,102110.0,Petrol,108.0,24.5,Active,31701.0
Honda,Unicorn,Commuter,West Bengal,2017,99732.0,Petrol,106.0,38.8,Active,40649.0
Honda,Activa 6G,Commuter,Telangana,2020,81030.0,Petrol,110.0,28.2,Active,41882.0
Yamaha,MT-15,Sports,Bihar,2023,145274.0,Petrol,219.0,19.7,Active,94442.0
Bajaj,Pulsar NS200,Sports,Maharashtra,2021,140253.0,Petrol,227.0,,Active,61050.0
TVS,Ntorq 125,Commuter,West Bengal,2017,76990.0,Petrol,109.0,45.0,Expired,18808.0
Hero,Splendor Plus,Commuter,Maharashtra,2023,85590.0,Petrol,102.0,52.8,Active,53314.0
Honda,Hornet 2.0,Commuter,Tamil Nadu,2025,67319.0,Petrol,101.0,44.5,Active,66580.0
Hero,Splendor Plus,Commuter,Madhya Pradesh,2018,89977.0,Petrol,114.0,49.5,Active,36053.0
Honda,SP 125,Commuter,Uttar Pradesh,2017,91284.0,Petrol,119.0,43.0,Active,38262.0
KTM,Duke 390,Sports,Rajasthan,2017,188025.0,Petrol,212.0,14.6,None,20614.0
Bajaj,Pulsar 150,Sports,Karnataka,2023,107710.0,Petrol,,38.3,Active,64550.0
Hero,HF Deluxe,Commuter,Rajasthan,2025,74882.0,Petrol,119.0,22.3,Active,68987.0
Bajaj,CT 100,Sports,Bihar,2017,132521.0,Petrol,208.0,23.1,Active,28617.0
Hero,Glamour,Commuter,Kerala,2022,68056.0,Petrol,125.0,44.0,Expired,36793.0
Bajaj,Pulsar 150,Sports,Telangana,2020,125487.0,Petrol,235.0,34.8,Expired,52698.0
Yamaha,MT-15,Sports,Gujarat,2019,114743.0,Petrol,166.0,19.5,Active,42639.0
Bajaj,Pulsar 150,Sports,Telangana,2018,97041.0,Petrol,171.0,,Active,
Honda,Hornet 2.0,Commuter,Uttar Pradesh,2023,93799.0,Petrol,121.0,42.5,Active,73271.0
Yamaha,Fascino 125,Sports,Uttar Pradesh,2023,172882.0,Petrol,194.0,29.9,None,105585.0
Yamaha,Fascino 125,Sports,Andhra Pradesh,2020,168783.0,Petrol,207.0,8.5,Active,77293.0
Bajaj,Pulsar 150,Sports,Rajasthan,2024,97528.0,Petrol,220.0,16.2,Active,75952.0
Suzuki,Avenis,Commuter,Rajasthan,2020,128308.0,Petrol,118.0,2.0,Active,45962.0
Honda,Unicorn,Commuter,Karnataka,2016,82027.0,Petrol,120.0,40.0,Expired,27116.0
Hero,Passion Pro,Commuter,Kerala,2019,82341.0,Petrol,107.0,26.4,Active,33914.0
Honda,Unicorn,Commuter,Gujarat,2019,119450.0,Petrol,105.0,35.3,Active,62504.0
Honda,SP 125,Commuter,Rajasthan,2017,76514.0,Petrol,123.0,47.4,Expired,28957.0
Honda,Unicorn,Commuter,Karnataka,2020,86286.0,Petrol,122.0,41.6,None,37926.0
Hero,Splendor Plus,Commuter,Uttar Pradesh,2024,62017.0,Petrol,102.0,44.5,None,40289.0
Bajaj,Avenger 160,Sports,Uttar Pradesh,2021,98035.0,Petrol,213.0,2.3,Active,50797.0
Yamaha,MT-15,Sports,Madhya Pradesh,2020,118545.0,Petrol,234.0,9.6,Expired,58520.0
Honda,Unicorn,Commuter,Andhra Pradesh,2019,67139.0,Petrol,109.0,44.2,Active,34234.0
Suzuki,Avenis,Commuter,Andhra Pradesh,2025,127990.0,Petrol,108.0,45.6,Active,114252.0
Honda,SP 125,Commuter,Telangana,2025,94701.0,Petrol,125.0,32.9,Active,76415.0
Honda,Activa 6G,Commuter,Uttar Pradesh,2020,97315.0,Petrol,104.0,8.4,Active,54241.0
Royal Enfield,Meteor 350,Cruiser,Haryana,2022,248731.0,Petrol,349.0,33.9,None,148404.0
Bajaj,Avenger 160,Sports,Delhi,2020,108954.0,Petrol,186.0,32.2,Expired,40174.0
Yamaha,FZ-S FI,Sports,Uttar Pradesh,2022,174828.0,Petrol,179.0,19.3,Active,104905.0
Hero,Xtreme 160R,Commuter,Odisha,2019,70489.0,Petrol,125.0,44.2,Active,30134.0
Hero,Splendor Plus,Commuter,Karnataka,2025,68588.0,Petrol,121.0,2.0,Expired,61508.0
Yamaha,MT-15,Sports,Uttar Pradesh,2020,114973.0,Petrol,189.0,27.0,Active,49372.0
Honda,Activa 6G,Commuter,Gujarat,2017,99500.0,Petrol,115.0,35.9,Active,40642.0
Hero,Xtreme 160R,Commuter, Uttar Pradesh ,2017,83653.0,Petrol,114.0,36.0,Expired,24090.0
Suzuki,Gixxer,Commuter,Telangana,2025,72683.0,PETROL,120.0,30.0,Expired,65870.0
Honda,Shine,Commuter,Gujarat,2022,119825.0,Petrol,123.0,27.0,Expired,84970.0
Honda,Activa 6G,Commuter,Kerala,2022,115699.0,Petrol,108.0,43.7,Active,84573.0
Ather,Rizta,Electric,Andhra Pradesh,2023,150515.0,Electric,0.0,23.2,Active,70158.0
Suzuki,Burgman Street,Commuter,Tamil Nadu,2018,109845.0,Petrol,116.0,28.2,Active,28502.0
Hero,Splendor Plus,Commuter,Maharashtra,2025,88349.0,Petrol,107.0,43.9,Active,74113.0
Hero,Glamour,Commuter,Uttar Pradesh,2023,73475.0,Petrol,124.0,29.4,Active,52908.0
Honda,Activa 6G,Commuter,Karnataka,2021,99304.0,Petrol,118.0,29.7,Active,59547.0
Suzuki,Access 125,Commuter,Madhya Pradesh,2018,87170.0,Petrol,104.0,28.6,Expired,21494.0
Hero,Xtreme 160R,Commuter,Rajasthan,2018,84475.0,Petrol,120.0,26.2,Expired,26901.0
Honda,Shine,Commuter,Bihar,2023,79679.0,Petrol,106.0,16.9,Active,59386.0
Bajaj,Pulsar NS200,Sports,Uttar Pradesh,2024,114833.0,Petrol,177.0,30.0,Expired,73645.0
TVS,Jupiter,Commuter,Karnataka,2023,67394.0,Petrol,119.0,40.7,None,37134.0
TVS,Jupiter,Commuter, Rajasthan ,2024,62946.0,Petrol,105.0,40.0,Active,53519.0
Suzuki,Gixxer,Commuter,Kerala,2016,89854.0,Petrol,124.0,18.9,Expired,14573.0
Bajaj,CT 100,Sports,Karnataka,2016,125556.0,Petrol,170.0,25.7,Active,26905.0
Bajaj,Platina 110,Sports,Kerala,2023,147002.0,Petrol,238.0,9.7,Expired,93121.0
Hero,Passion Pro,Commuter,Gujarat,2022,91131.0,Petrol,119.0,56.6,Expired,57176.0
Honda,Activa 6G,Commuter,Karnataka,2023,103670.0,Petrol,125.0,31.8,None,65766.0
TVS,Apache RTR 160,Commuter,Gujarat,2021,81261.0,Petrol,101.0,41.5,Active,41567.0
Bajaj,Pulsar NS200,Sports,Kerala,2019,83417.0,Petrol,227.0,26.2,Expired,25966.0
Bajaj,Platina 110,Sports,Uttar Pradesh,2019,116174.0,Petrol,223.0,33.3,None,35707.0
Honda,SP 125,Commuter,Gujarat,2022,104386.0,Petrol,113.0,58.7,None,62431.0
Honda,Hornet 2.0,Commuter,Uttar Pradesh,2025,110584.0,Petrol,114.0,20.1,Active,108026.0
Bajaj,Pulsar NS200,Sports,Maharashtra,2019,148934.0,Petrol,176.0,31.9,Active,53398.0
Yamaha,R15 V4,Sports,Karnataka,2024,155785.0,Petrol,218.0,23.5,None,113284.0
Bajaj,Avenger 160,Sports,Bihar,2025,82189.0,Petrol,178.0,17.9,Active,78624.0
Royal Enfield,Meteor 350,Cruiser,Uttar Pradesh,2016,333346.0,Petrol,349.0,22.4,Active,177541.0
Hero,Xtreme 160R,Commuter,Tamil Nadu,2024,73556.0,Petrol,121.0,20.4,None,50536.0
Bajaj,CT 100,Sports,Maharashtra,2023,102907.0,Petrol,185.0,33.5,Active,64792.0
Bajaj,Pulsar NS200,Sports,Kerala,2021,112266.0,Petrol,183.0,27.1,Active,56063.0
Hero,Splendor Plus,Commuter,Karnataka,2016,56399.0,Petrol,116.0,32.4,Expired,15685.0
Honda,Hornet 2.0,Commuter,Kerala,2019,92920.0,Petrol,113.0,45.3,Expired,46683.0
TVS,Raider 125,Commuter,Uttar Pradesh,2017,83987.0,Petrol,109.0,45.5,Active,24886.0
Royal Enfield,Bullet 350,Cruiser, Maharashtra ,2021,270932.0,Petrol,349.0,19.2,Active,168244.0
Yamaha,Fascino 125,Sports,Uttar Pradesh,2020,139763.0,Petrol,159.0,35.8,Active,62767.0
Hero,Glamour,Commuter,Bihar,2021,60840.0,Petrol,106.0,40.2,Expired,31162.0
TVS,Jupiter,Commuter,Karnataka,2021,88423.0,Petrol,108.0,27.3,Active,41621.0
Hero,HF Deluxe,Commuter,Andhra Pradesh,2021,86297.0,Petrol,125.0,20.6,Active,48270.0
Hero,Xtreme 160R,Commuter,Gujarat,2024,84158.0,Petrol,,36.0,Active,63465.0
Hero,Passion Pro,Commuter,Telangana,2021,88618.0,Petrol,121.0,42.8,Expired,41836.0
TVS,Jupiter,Commuter,Bihar,2020,92363.0,Petrol,110.0,43.4,Expired,33246.0
Hero,HF Deluxe,Commuter,Uttar Pradesh,2024,78906.0,Petrol,102.0,54.7,Active,65126.0
Hero,HF Deluxe,Commuter,Madhya Pradesh,2016,61897.0,Petrol,106.0,56.5,Expired,15240.0
Hero,Xtreme 160R,Commuter,Maharashtra,2016,64067.0,Petrol,113.0,47.3,Active,17890.0
Ola Electric,S1 X,Electric,West Bengal,2017,102473.0,Electric,0.0,2.3,Active,8198.0
Hero,Passion Pro,Commuter,Delhi,2023,94933.0,Petrol,101.0,46.2,Active,61776.0
Bajaj,Pulsar 150,Sports,Karnataka,2019,111251.0,Petrol,250.0,,Active,35887.0
Honda,Hornet 2.0,Commuter,Uttar Pradesh,2019,101567.0,Petrol,108.0,8.4,Active,49383.0
Royal Enfield,Classic 350,Cruiser,Gujarat,2018,349581.0,Petrol,349.0,47.7,Active,207148.0
Hero,Splendor Plus,Commuter,Gujarat,2019,61528.0,Petrol,125.0,33.8,Active,24994.0
Honda,Activa 6G,Commuter,Tamil Nadu,2018,65694.0,Petrol,125.0,36.5,None,23468.0
Honda,Hornet 2.0,Commuter,Kerala,2017,101366.0,Petrol,116.0,15.5,Active,41701.0
Bajaj,Platina 110,Sports,Bihar,2021,98933.0,Petrol,212.0,40.2,Active,46237.0
Bajaj,Platina 110,Sports,Tamil Nadu,2017,111458.0,Petrol,223.0,35.7,Active,30454.0
Honda,Unicorn,Commuter,Telangana,2018,72864.0,Petrol,112.0,38.8,Active,37885.0
Honda,Hornet 2.0,Commuter,Rajasthan,2023,71041.0,Petrol,103.0,18.1,Expired,48744.0
KTM,Duke 200,Sports,Karnataka,2020,279882.0,Petrol,197.0,21.4,Active,73997.0
Ather,450X,Electric,Delhi,2019,113025.0,Electric,0.0,16.4,Active,16211.0
TVS,Apache RTR 160,Commuter,Maharashtra,2023,89866.0,Petrol,104.0,31.0,Active,65160.0
Ola Electric,S1 Air,Electric,Tamil Nadu,2024,90475.0,Electric,0.0,28.8,Active,42449.0
Hero,Passion Pro,Commuter,Karnataka,2017,71298.0,Petrol,106.0,48.6,Active,23176.0
TVS,Raider 125,Commuter,West Bengal,2017,85232.0,Petrol,104.0,58.1,Active,20864.0
Bajaj,Platina 110,Sports,Karnataka,2020,91396.0,Petrol,243.0,47.9,Active,33004.0
Royal Enfield,Meteor 350,Cruiser,Delhi,2024,269274.0,Petrol,350.0,23.2,None,227320.0
Yamaha,Fascino 125,Sports,Gujarat,2021,131686.0,Petrol,231.0,25.7,Active,66067.0
Hero,Glamour,Commuter,Tamil Nadu,2023,94907.0,Petrol,104.0,22.1,Active,64058.0
Bajaj,Pulsar NS200,Sports,Tamil Nadu,2018,81773.0,Petrol,225.0,6.3,Active,23714.0
Royal Enfield,Meteor 350,Cruiser,Tamil Nadu,2021,210365.0,Petrol,350.0,56.5,Active,144862.0
Hero,Passion Pro,Commuter,Bihar,2018,75774.0,Petrol,108.0,45.6,Active,25725.0
Royal Enfield,Hunter 350,Cruiser,Karnataka,2024,251306.0,Petrol,350.0,16.3,Active,220518.0
Royal Enfield,Hunter 350,Cruiser,Madhya Pradesh,2018,333359.0,Petrol,349.0,40.9,Active,176299.0
Royal Enfield,Classic 350,Cruiser,Maharashtra,2018,195935.0,Petrol,350.0,29.2,Expired,95576.0
Honda,Shine,Commuter,Telangana,2019,109192.0,Petrol,121.0,39.5,Active,50575.0
Honda,Hornet 2.0,Commuter,Maharashtra,2024,65920.0,Petrol,104.0,38.7,Expired,54859.0
TVS,Ntorq 125,Commuter,Maharashtra,2025,97789.0,Petrol,124.0,14.4,Active,87900.0
Bajaj,Avenger 160,Sports,Telangana,2018,89398.0,Petrol,179.0,41.5,Active,23821.0
TVS,Apache RTR 160,Commuter,Telangana,2023,104579.0,Petrol,,40.9,Active,58135.0
Honda,Activa 6G,Commuter,West Bengal,2023,114639.0,Petrol,102.0,33.8,Expired,88134.0
Hero,Passion Pro,Commuter,Madhya Pradesh,2023,89485.0,Petrol,106.0,42.2,Active,67005.0
Bajaj,CT 100,Sports,West Bengal,2019,140917.0,Petrol,198.0,28.8,Active,43154.0
Hero,Glamour,Commuter,Kerala,2023,94257.0,Petrol,122.0,33.3,Active,70414.0
Honda,Shine,Commuter,Uttar Pradesh,2021,73815.0,Petrol,125.0,17.0,Expired,47260.0
KTM,Duke 390,Sports,Tamil Nadu,2020,207248.0,Petrol,152.0,36.8,Expired,47705.0
Bajaj,Pulsar 150,Sports,Bihar,2019,92083.0,Petrol,208.0,19.0,Expired,28260.0
KTM,RC 200,Sports,Maharashtra,2022,284595.0,Petrol,194.0,30.5,Expired,103277.0
Hero,Xtreme 160R,Commuter,Rajasthan,2022,59089.0,Petrol,111.0,46.1,Expired,30237.0
TVS,Raider 125,Commuter,Karnataka,2019,67546.0,Petrol,125.0,47.1,Expired,22811.0
Yamaha,Fascino 125,Sports,Telangana,2023,133851.0,Petrol,189.0,23.3,Active,99747.0
Suzuki,Access 125,Commuter,Kerala,2021,90359.0,Petrol,113.0,51.4,,38083.0
Royal Enfield,Meteor 350,Cruiser,Uttar Pradesh,2020,229155.0,Petrol,350.0,2.0,Active,147081.0
Royal Enfield,Meteor 350,Cruiser,Tamil Nadu,2018,274719.0,Petrol,350.0,27.2,Active,151433.0
Hero,Passion Pro,Commuter,Bihar,2017,87076.0,Petrol,113.0,10.7,None,25412.0
Bajaj,Pulsar 150,Sports,Telangana,2017,85531.0,Petrol,198.0,29.8,Active,20143.0
Royal Enfield,Hunter 350,Cruiser,Delhi,2019,362888.0,Petrol,349.0,35.7,Active,210058.0
Hero,HF Deluxe,Commuter,Delhi,2023,94329.0,Petrol,118.0,29.8,Active,65305.0
Hero,Xtreme 160R,Commuter,Uttar Pradesh,2023,70354.0,Petrol,108.0,46.6,Active,45942.0
Yamaha,Fascino 125,Sports,Tamil Nadu,2018,128684.0,Petrol,209.0,38.2,Active,38532.0
Hero,Passion Pro,Commuter,Andhra Pradesh,2017,69037.0,Petrol,115.0,33.2,Active,20068.0
Suzuki,Burgman Street,Commuter,Karnataka,2023,75752.0,Petrol,100.0,37.5,Active,48263.0
TVS,Apache RTR 160,Commuter,Uttar Pradesh,2017,89847.0,Petrol,120.0,29.6,Active,24046.0
Hero,Xtreme 160R,Commuter,Madhya Pradesh,2023,66270.0,Petrol,105.0,36.8,Active,46252.0
Hero,Splendor Plus,Commuter,Maharashtra,2019,82788.0,Petrol,104.0,23.9,Active,38305.0
Bajaj,Platina 110,Sports,Tamil Nadu,2021,93235.0,Petrol,239.0,18.8,Active,40307.0
Honda,Shine,Commuter,Maharashtra,2017,111069.0,Petrol,102.0,35.7,None,39307.0
Hero,HF Deluxe,Commuter,Andhra Pradesh,2022,94944.0,Petrol,109.0,66.0,Active,60512.0
Yamaha,R15 V4,Sports,Karnataka,2016,179170.0,Petrol,208.0,26.6,Active,50182.0
Yamaha,Fascino 125,Sports,Madhya Pradesh,2019,125612.0,Petrol,156.0,28.1,None,44122.0
Hero,Glamour,Commuter,Maharashtra,2019,89651.0,Petrol,125.0,50.5,Active,33773.0
Honda,Shine,Commuter,Kerala,2019,73490.0,Petrol,104.0,37.3,Active,37392.0
Royal Enfield,Hunter 350,Cruiser,Maharashtra,2024,365509.0,Petrol,349.0,32.7,None,275775.0
Hero,Xtreme 160R,Commuter,Tamil Nadu,2017,68079.0,Petrol,118.0,43.6,Active,22627.0
Honda,Shine,Commuter,Rajasthan,2022,81443.0,Petrol,100.0,5.3,Active,58562.0
Honda,Shine,Commuter,Karnataka,2024,102267.0,Petrol,112.0,47.0,None,78375.0
Hero,Glamour,Commuter,Gujarat,2025,58582.0,Petrol,111.0,41.3,Active,48560.0
TVS,Raider 125,Commuter,Madhya Pradesh,2018,102184.0,Petrol,116.0,34.5,Active,31473.0
TVS,Apache RTR 160,Commuter,Karnataka,2022,88868.0,Petrol,100.0,40.8,Active,49221.0
Honda,Unicorn,Commuter, West Bengal ,2025,110840.0,Petrol,108.0,19.9,Expired,98277.0
Honda,Unicorn,Commuter,Delhi,2023,118067.0,Petrol,112.0,57.2,Active,83398.0
Ola Electric,S1 Pro,Electric,Rajasthan,2024,138989.0,Electric,0.0,39.8,Active,72810.0
KTM,Duke 200,Sports,Tamil Nadu,2022,217127.0,Petrol,241.0,10.8,Active,84471.0
Hero,Splendor Plus,Commuter,Madhya Pradesh,2024,76689.0,Petrol,125.0,38.0,Active,62640.0
Honda,Activa 6G,Commuter,Andhra Pradesh,2017,111750.0,Petrol,121.0,24.7,Active,43623.0
